mock_id,about.location,about.primary_currency,about.status,about.timezone
49,"{u'administrative_area': None, u'city': u'Delhi', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
50,"{u'administrative_area': None, u'city': u'Ballarat', u'country': {u'highres_flag_url': u'/img/flags/highres_png/australia.png', u'code': u'au', u'name': u'Australia', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/au.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/australia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/au.png', u'flag_class': u'australia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'AU', u'offset': 10, u'id': 420, u'timezone': u'Australia/Melbourne'}"
51,"{u'administrative_area': None, u'city': u'Beaverton', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'US', u'offset': -5, u'id': 81, u'timezone': u'America/Chicago'}"
52,"{u'administrative_area': None, u'city': u'Au I.d. Hallertau', u'country': {u'highres_flag_url': u'/img/flags/highres_png/germany.png', u'code': u'de', u'name': u'Germany', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/de.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/germany.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/de.png', u'flag_class': u'germany', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'DE', u'offset': 2, u'id': 245, u'timezone': u'Europe/Berlin'}"
53,"{u'administrative_area': None, u'city': u'Benin City', u'country': {u'highres_flag_url': u'/img/flags/highres_png/nigeria.png', u'code': u'ng', u'name': u'Nigeria', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/ng.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/nigeria.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ng.png', u'flag_class': u'nigeria', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'NG', u'offset': 1, u'id': 30, u'timezone': u'Africa/Lagos'}"
54,"{u'administrative_area': None, u'city': u'Mumbai', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 403, u'timezone': u'Asia/Kolkata'}"
55,"{u'administrative_area': None, u'city': u'Karachi', u'country': {u'highres_flag_url': u'/img/flags/highres_png/pakistan.png', u'code': u'pk', u'name': u'Pakistan', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/pk.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/pakistan.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/pk.png', u'flag_class': u'pakistan', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'PK', u'offset': 5, u'id': 183, u'timezone': u'Asia/Karachi'}"
56,"{u'administrative_area': None, u'city': u'Nairobi', u'country': {u'highres_flag_url': u'/img/flags/highres_png/kenya.png', u'code': u'ke', u'name': u'Kenya', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/ke.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/kenya.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ke.png', u'flag_class': u'kenya', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'KE', u'offset': 3, u'id': 42, u'timezone': u'Africa/Nairobi'}"
57,"{u'administrative_area': None, u'city': u'Dhaka', u'country': {u'highres_flag_url': u'/img/flags/highres_png/bangladesh.png', u'code': u'bd', u'name': u'Bangladesh', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/bd.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/bangladesh.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/bd.png', u'flag_class': u'bangladesh', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'BD', u'offset': 6, u'id': 169, u'timezone': u'Asia/Dhaka'}"
58,"{u'administrative_area': None, u'city': u'Wells', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-kingdom.png', u'code': u'gb', u'name': u'United Kingdom', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/gb.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/united-kingdom.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gb.png', u'flag_class': u'united-kingdom', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': False}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
59,"{u'administrative_area': None, u'city': u'Pokhara', u'country': {u'highres_flag_url': u'/img/flags/highres_png/nepal.png', u'code': u'np', u'name': u'Nepal', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/np.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/nepal.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/np.png', u'flag_class': u'nepal', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'NP', u'offset': 5.75, u'id': 184, u'timezone': u'Asia/Katmandu'}"
60,"{u'administrative_area': None, u'city': u'Durban', u'country': {u'highres_flag_url': u'/img/flags/highres_png/south-africa.png', u'code': u'za', u'name': u'South Africa', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/za.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/south-africa.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/za.png', u'flag_class': u'south-africa', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'ZA', u'offset': 2, u'id': 25, u'timezone': u'Africa/Johannesburg'}"
61,"{u'administrative_area': None, u'city': u'Terefere', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-kingdom.png', u'code': u'gb', u'name': u'United Kingdom', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/gb.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/united-kingdom.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gb.png', u'flag_class': u'united-kingdom', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'GBP', u'name': u'British Pounds', u'country': u'UK', u'sign': u'\xa3', u'exchange_rate': 1.332205, u'id': 4}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
62,"{u'administrative_area': None, u'city': u'Davao City', u'country': {u'highres_flag_url': u'/img/flags/highres_png/philippines.png', u'code': u'ph', u'name': u'Philippines', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/ph.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/philippines.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ph.png', u'flag_class': u'philippines', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'PH', u'offset': 8, u'id': 192, u'timezone': u'Asia/Manila'}"
63,"{u'administrative_area': None, u'city': u'Catawba', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'US', u'offset': -4, u'id': 120, u'timezone': u'America/New_York'}"
64,"{u'administrative_area': None, u'city': u'Paris', u'country': {u'highres_flag_url': u'/img/flags/highres_png/tunisia.png', u'code': u'tn', u'name': u'Tunisia', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/tn.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/tunisia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/tn.png', u'flag_class': u'tunisia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'FR', u'offset': 2, u'id': 271, u'timezone': u'Europe/Paris'}"
65,"{u'administrative_area': None, u'city': u'Karachi', u'country': {u'highres_flag_url': u'/img/flags/highres_png/unknown.png', u'code': None, u'name': None, u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/unknown.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/unknown.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/unknown.png', u'flag_class': u'unknown', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'PK', u'offset': 5, u'id': 183, u'timezone': u'Asia/Karachi'}"
66,"{u'administrative_area': None, u'city': u'Dhaka', u'country': {u'highres_flag_url': u'/img/flags/highres_png/bangladesh.png', u'code': u'bd', u'name': u'Bangladesh', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/bd.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/bangladesh.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/bd.png', u'flag_class': u'bangladesh', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'US', u'offset': -7, u'id': 105, u'timezone': u'America/Los_Angeles'}"
67,"{u'administrative_area': None, u'city': u'Pakistan', u'country': {u'highres_flag_url': u'/img/flags/highres_png/pakistan.png', u'code': u'pk', u'name': u'Pakistan', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/pk.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/pakistan.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/pk.png', u'flag_class': u'pakistan', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'PK', u'offset': 5, u'id': 183, u'timezone': u'Asia/Karachi'}"
68,"{u'administrative_area': None, u'city': u'Kerala', u'country': {u'highres_flag_url': u'/img/flags/highres_png/india.png', u'code': u'in', u'name': u'India', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/in.png', u'highres_flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/highres_png/india.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/in.png', u'flag_class': u'india', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'INR', u'name': u'Indian Rupee', u'country': u'IN', u'sign': u'\u20b9', u'exchange_rate': 0.015607, u'id': 11}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'IN', u'offset': 5.5, u'id': 164, u'timezone': u'Asia/Calcutta'}"
69,"{u'administrative_area': None, u'city': u'Balgowlah Heights', u'country': {u'highres_flag_url': u'/img/flags/highres_png/australia.png', u'code': u'au', u'name': u'Australia', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/au.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/australia.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/au.png', u'flag_class': u'australia', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': False}","{u'country': u'AU', u'offset': 10, u'id': 234, u'timezone': u'Australia/NSW'}"
70,"{u'administrative_area': None, u'city': u'Mombasa', u'country': {u'highres_flag_url': u'/img/flags/highres_png/kenya.png', u'code': u'ke', u'name': u'Kenya', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/ke.png', u'highres_flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/highres_png/kenya.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ke.png', u'flag_class': u'kenya', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'KE', u'offset': 3, u'id': 42, u'timezone': u'Africa/Nairobi'}"
71,"{u'administrative_area': None, u'city': u'Minnetonka', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'US', u'offset': -5, u'id': 81, u'timezone': u'America/Chicago'}"
72,"{u'administrative_area': None, u'city': u'Brooklyn', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': False, u'profile_complete': False}","{u'country': u'US', u'offset': -5, u'id': 81, u'timezone': u'America/Chicago'}"
73,"{u'administrative_area': None, u'city': u'Bogra', u'country': {u'highres_flag_url': u'/img/flags/highres_png/bangladesh.png', u'code': u'bd', u'name': u'Bangladesh', u'seo_url': None, u'flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/png/bd.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/bangladesh.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/bd.png', u'flag_class': u'bangladesh', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': False, u'identity_verified': False, u'email_verified': True, u'deposit_made': False, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'BD', u'offset': 6, u'id': 169, u'timezone': u'Asia/Dhaka'}"
74,"{u'administrative_area': None, u'city': u'Toronto', u'country': {u'highres_flag_url': u'/img/flags/highres_png/romania.png', u'code': u'ro', u'name': u'Romania', u'seo_url': None, u'flag_url_cdn': u'//cdn2.f-cdn.com/img/flags/png/ro.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/romania.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/ro.png', u'flag_class': u'romania', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'CA', u'offset': -4, u'id': 384, u'timezone': u'America/Toronto'}"
75,"{u'administrative_area': None, u'city': u'Leeds', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-kingdom.png', u'code': u'gb', u'name': u'United Kingdom', u'seo_url': None, u'flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/png/gb.png', u'highres_flag_url_cdn': u'//cdn5.f-cdn.com/img/flags/highres_png/united-kingdom.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/gb.png', u'flag_class': u'united-kingdom', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'GBP', u'name': u'British Pounds', u'country': u'UK', u'sign': u'\xa3', u'exchange_rate': 1.332205, u'id': 4}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': False, u'facebook_connected': False, u'profile_complete': True}","{u'country': u'UK', u'offset': 1, u'id': 262, u'timezone': u'Europe/London'}"
76,"{u'administrative_area': None, u'city': u'Ann Arbor', u'country': {u'highres_flag_url': u'/img/flags/highres_png/united-states.png', u'code': u'us', u'name': u'United States', u'seo_url': None, u'flag_url_cdn': u'//cdn3.f-cdn.com/img/flags/png/us.png', u'highres_flag_url_cdn': u'//cdn6.f-cdn.com/img/flags/highres_png/united-states.png', u'phone_code': None, u'language_code': None, u'demonym': None, u'language_id': None, u'person': None, u'iso3': None, u'sanction': None, u'flag_url': u'/img/flags/png/us.png', u'flag_class': u'united-states', u'region_id': None}, u'vicinity': None, u'longitude': None, u'full_address': None, u'latitude': None}","{u'code': u'USD', u'name': u'US Dollar', u'country': u'US', u'sign': u'$', u'exchange_rate': 1, u'id': 1}","{u'payment_verified': True, u'identity_verified': False, u'email_verified': True, u'deposit_made': True, u'phone_verified': True, u'facebook_connected': True, u'profile_complete': True}","{u'country': u'US', u'offset': -4, u'id': 120, u'timezone': u'America/New_York'}"
